Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt
11-04-2018 11:56,22,DCH,56:02.5,32:00.0,0,0,LG_HG2_NN_Char,2.90814,-0.15069,38.59318,-2.66803,-9.95174,13
11-04-2018 11:57,22,DCH,57:02.4,33:00.0,0,0,LG_HG2_NN_Char,2.89803,-0.15325,38.59318,-2.67057,-9.9591,13
11-04-2018 11:58,22,DCH,58:02.4,34:00.0,0,0,LG_HG2_NN_Char,2.88724,-0.15325,38.69834,-2.6731,-9.96643,13
11-04-2018 11:59,22,DCH,59:02.5,35:00.0,0,0,LG_HG2_NN_Char,2.87595,-0.15069,38.59318,-2.67564,-9.97374,13
11-04-2018 12:00,22,DCH,00:02.4,36:00.0,0,0,LG_HG2_NN_Char,2.86398,-0.15325,38.69834,-2.67818,-9.98102,13
11-04-2018 12:01,22,DCH,01:02.5,37:00.0,0,0,LG_HG2_NN_Char,2.85134,-0.15069,38.69834,-2.68071,-9.98827,13
11-04-2018 12:02,22,DCH,02:02.4,38:00.0,0,0,LG_HG2_NN_Char,2.83785,-0.15069,38.69834,-2.68325,-9.99548,13
11-04-2018 12:03,22,DCH,03:02.5,39:00.0,0,0,LG_HG2_NN_Char,2.82403,-0.15069,38.59318,-2.68579,-10.00268,13
11-04-2018 12:04,22,DCH,04:02.5,40:00.0,0,0,LG_HG2_NN_Char,2.80937,-0.15325,38.69834,-2.68833,-10.00983,13
11-04-2018 12:05,22,DCH,04:40.1,40:37.7,0,0,LG_HG2_NN_Char,2.79993,-0.15325,38.59318,-2.68992,-10.0143,13
11-05-2018 11:01,28,DCH,01:00.6,38:00.0,1,0,LG_HG2_NN_Char,3.25959,-1.4967,38.90866,-2.27075,-8.33974,14
11-05-2018 11:02,28,DCH,02:00.6,39:00.0,1,0,LG_HG2_NN_Char,3.22672,-1.49925,39.01382,-2.29572,-8.42075,14
